"","Date","Contributor","Contributor ISO-3","Mission","Individual Police Male","Individual Police Female","Individual Police Total","Formed Police Units Male","Formed Police Units Female","Formed Police Units Total","Experts on Mission Male","Experts on Mission Female","Experts on Mission Total","Troops Male","Troops Female","Troops Total","Total Male","Total Female","Total Total"
"25082",2011-11-30,"Turkey","TUR","UNAMID",6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
"25083",2012-09-30,"Turkey","TUR","MONUSCO",6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
"25084",2011-10-31,"Turkey","TUR","MONUSCO",7,0,7,0,0,0,0,0,0,0,0,0,7,0,7
"25085",2012-07-31,"Turkey","TUR","MONUSCO",7,0,7,0,0,0,0,0,0,0,0,0,7,0,7
"25086",2012-08-31,"Turkey","TUR","MONUSCO",7,0,7,0,0,0,0,0,0,0,0,0,7,0,7
"25087",2011-11-30,"Turkey","TUR","MONUSCO",8,0,8,0,0,0,0,0,0,0,0,0,8,0,8
"25088",2012-06-30,"Turkey","TUR","MONUSCO",8,0,8,0,0,0,0,0,0,0,0,0,8,0,8
"25089",2011-12-31,"Turkey","TUR","MONUSCO",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25090",2012-01-31,"Turkey","TUR","MONUSCO",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25091",2012-02-28,"Turkey","TUR","MONUSCO",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25092",2012-03-31,"Turkey","TUR","MONUSCO",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25093",2012-04-30,"Turkey","TUR","MONUSCO",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25094",2013-12-31,"Turkey","TUR","MINUSTAH",10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
"25095",2010-10-31,"Turkey","TUR","MONUSCO",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25096",2010-11-30,"Turkey","TUR","MONUSCO",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25097",2010-11-30,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25098",2010-12-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25099",2011-01-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25100",2011-02-28,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25101",2011-03-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25102",2011-04-30,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25103",2011-05-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25104",2011-06-30,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25105",2011-07-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25106",2011-08-31,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25107",2011-09-30,"Turkey","TUR","MONUSCO",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25108",2011-09-30,"Turkey","TUR","UNAMID",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25109",2012-05-31,"Turkey","TUR","MONUSCO",11,0,11,0,0,0,0,0,0,0,0,0,11,0,11
"25110",2013-11-30,"Turkey","TUR","MONUSCO",10,1,11,0,0,0,0,0,0,0,0,0,10,1,11
"25111",2013-12-31,"Turkey","TUR","MONUSCO",10,1,11,0,0,0,0,0,0,0,0,0,10,1,11
"25112",2013-07-31,"Turkey","TUR","MONUSCO",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25113",2013-05-31,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25114",2013-06-30,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25115",2013-07-31,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25116",2012-06-30,"Turkey","TUR","UNOCI",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25117",2012-07-31,"Turkey","TUR","UNOCI",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25118",2012-08-31,"Turkey","TUR","UNOCI",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25119",2012-12-31,"Turkey","TUR","MONUSCO",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25120",2011-10-31,"Turkey","TUR","UNMISS",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25121",2013-08-31,"Turkey","TUR","MONUSCO",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25122",2013-09-30,"Turkey","TUR","MONUSCO",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25123",2013-10-31,"Turkey","TUR","MONUSCO",11,1,12,0,0,0,0,0,0,0,0,0,11,1,12
"25124",2013-11-30,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25125",2013-08-31,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25126",2013-12-31,"Turkey","TUR","UNOCI",12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
"25127",2013-06-30,"Turkey","TUR","MONUSCO",12,1,13,0,0,0,0,0,0,0,0,0,12,1,13
"25128",2011-02-28,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25129",2011-03-31,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25130",2011-04-30,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25131",2012-03-31,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25132",2012-04-30,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25133",2012-05-31,"Turkey","TUR","UNOCI",11,2,13,0,0,0,0,0,0,0,0,0,11,2,13
"25134",2010-10-31,"Turkey","TUR","UNOCI",12,1,13,0,0,0,0,0,0,0,0,0,12,1,13
"25135",2012-10-31,"Turkey","TUR","UNMIT",12,1,13,0,0,0,0,0,0,0,0,0,12,1,13
"25136",2010-02-28,"Turkey","TUR","UNOCI",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25137",2011-08-31,"Turkey","TUR","MONUSCO",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25138",2011-08-31,"Turkey","TUR","UNMISS",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25139",2011-09-30,"Turkey","TUR","UNMISS",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25140",2012-02-28,"Turkey","TUR","UNMIT",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25141",2013-11-30,"Turkey","TUR","MINUSTAH",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25142",2013-08-31,"Turkey","TUR","MINUSTAH",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25143",2013-09-30,"Turkey","TUR","MINUSTAH",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25144",2013-09-30,"Turkey","TUR","UNOCI",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25145",2013-10-31,"Turkey","TUR","MINUSTAH",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25146",2013-10-31,"Turkey","TUR","UNOCI",13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
"25147",2013-05-31,"Turkey","TUR","MONUSCO",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25148",2011-01-31,"Turkey","TUR","UNOCI",12,2,14,0,0,0,0,0,0,0,0,0,12,2,14
"25149",2011-05-31,"Turkey","TUR","UNOCI",12,2,14,0,0,0,0,0,0,0,0,0,12,2,14
"25150",2011-06-30,"Turkey","TUR","UNOCI",12,2,14,0,0,0,0,0,0,0,0,0,12,2,14
"25151",2011-07-31,"Turkey","TUR","UNOCI",12,2,14,0,0,0,0,0,0,0,0,0,12,2,14
"25152",2012-09-30,"Turkey","TUR","UNMIT",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25153",2012-10-31,"Turkey","TUR","MONUSCO",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25154",2012-11-30,"Turkey","TUR","MONUSCO",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25155",2013-03-31,"Turkey","TUR","MONUSCO",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25156",2013-04-30,"Turkey","TUR","MONUSCO",13,1,14,0,0,0,0,0,0,0,0,0,13,1,14
"25157",2010-01-31,"Turkey","TUR","UNMIT",14,0,14,0,0,0,0,0,0,0,0,0,14,0,14
"25158",2011-06-30,"Turkey","TUR","MONUSCO",14,0,14,0,0,0,0,0,0,0,0,0,14,0,14
"25159",2011-07-31,"Turkey","TUR","MONUSCO",14,0,14,0,0,0,0,0,0,0,0,0,14,0,14
"25160",2011-09-30,"Turkey","TUR","UNOCI",13,2,15,0,0,0,0,0,0,0,0,0,13,2,15
"25161",2011-10-31,"Turkey","TUR","UNOCI",13,2,15,0,0,0,0,0,0,0,0,0,13,2,15
"25162",2013-02-28,"Turkey","TUR","MONUSCO",14,1,15,0,0,0,0,0,0,0,0,0,14,1,15
"25163",2013-01-31,"Turkey","TUR","MONUSCO",14,1,15,0,0,0,0,0,0,0,0,0,14,1,15
"25164",2009-11-30,"Turkey","TUR","MONUC",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25165",2009-11-30,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25166",2009-12-31,"Turkey","TUR","MONUC",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25167",2009-12-31,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25168",2010-01-31,"Turkey","TUR","MONUC",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25169",2010-01-31,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25170",2010-02-28,"Turkey","TUR","MONUC",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25171",2010-07-31,"Turkey","TUR","UNMIT",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25172",2010-08-31,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25173",2010-08-31,"Turkey","TUR","UNMIT",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25174",2010-12-31,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25175",2011-02-28,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25176",2011-03-31,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25177",2011-04-30,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25178",2011-05-31,"Turkey","TUR","MONUSCO",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25179",2011-12-31,"Turkey","TUR","UNMIT",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25180",2012-01-31,"Turkey","TUR","UNMIT",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25181",2013-01-31,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25182",2013-03-31,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25183",2013-04-30,"Turkey","TUR","UNOCI",15,0,15,0,0,0,0,0,0,0,0,0,15,0,15
"25184",2013-07-31,"Turkey","TUR","UNMISS",14,2,16,0,0,0,0,0,0,0,0,0,14,2,16
"25185",2011-12-31,"Turkey","TUR","UNOCI",14,2,16,0,0,0,0,0,0,0,0,0,14,2,16
"25186",2010-08-31,"Turkey","TUR","UNOCI",15,1,16,0,0,0,0,0,0,0,0,0,15,1,16
"25187",2009-12-31,"Turkey","TUR","UNMIT",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25188",2010-09-30,"Turkey","TUR","MONUSCO",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25189",2011-01-31,"Turkey","TUR","MONUSCO",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25190",2011-09-30,"Turkey","TUR","UNMIT",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25191",2012-11-30,"Turkey","TUR","UNOCI",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25192",2012-12-31,"Turkey","TUR","UNOCI",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25193",2013-02-28,"Turkey","TUR","UNOCI",16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
"25194",2013-11-30,"Turkey","TUR","UNMISS",13,3,16,0,0,0,0,0,0,0,0,0,13,3,16
"25195",2013-12-31,"Turkey","TUR","UNMISS",13,3,16,0,0,0,0,0,0,0,0,0,13,3,16
"25196",2013-06-30,"Turkey","TUR","MINUSTAH",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25197",2013-07-31,"Turkey","TUR","MINUSTAH",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25198",2010-11-30,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25199",2010-12-31,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25200",2011-08-31,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25201",2011-11-30,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25202",2012-01-31,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25203",2012-02-28,"Turkey","TUR","UNOCI",15,2,17,0,0,0,0,0,0,0,0,0,15,2,17
"25204",2010-07-31,"Turkey","TUR","UNOCI",16,1,17,0,0,0,0,0,0,0,0,0,16,1,17
"25205",2012-07-31,"Turkey","TUR","UNMIT",16,1,17,0,0,0,0,0,0,0,0,0,16,1,17
"25206",2012-08-31,"Turkey","TUR","UNMIT",16,1,17,0,0,0,0,0,0,0,0,0,16,1,17
"25207",2009-11-30,"Turkey","TUR","UNMIT",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25208",2010-01-31,"Turkey","TUR","UNMIL",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25209",2010-04-30,"Turkey","TUR","MONUC",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25210",2010-05-31,"Turkey","TUR","MONUC",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25211",2011-10-31,"Turkey","TUR","UNMIT",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25212",2011-11-30,"Turkey","TUR","UNMIT",17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
"25213",2013-05-31,"Turkey","TUR","UNMISS",16,2,18,0,0,0,0,0,0,0,0,0,16,2,18
"25214",2013-06-30,"Turkey","TUR","UNMISS",16,2,18,0,0,0,0,0,0,0,0,0,16,2,18
"25215",2010-04-30,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25216",2010-05-31,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25217",2010-06-30,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25218",2010-09-30,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25219",2012-09-30,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25220",2012-10-31,"Turkey","TUR","MINUSTAH",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25221",2012-10-31,"Turkey","TUR","UNOCI",17,1,18,0,0,0,0,0,0,0,0,0,17,1,18
"25222",2010-06-30,"Turkey","TUR","MONUC",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25223",2010-06-30,"Turkey","TUR","UNMIT",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25224",2010-07-31,"Turkey","TUR","MONUSCO",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25225",2011-07-31,"Turkey","TUR","UNMIT",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25226",2011-08-31,"Turkey","TUR","UNMIT",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25227",2012-07-31,"Turkey","TUR","UNMISS",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25228",2012-08-31,"Turkey","TUR","UNMISS",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25229",2012-09-30,"Turkey","TUR","UNMISS",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25230",2012-10-31,"Turkey","TUR","UNMISS",18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
"25231",2013-05-31,"Turkey","TUR","MINUSTAH",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25232",2010-03-31,"Turkey","TUR","UNOCI",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25233",2012-03-31,"Turkey","TUR","UNMIT",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25234",2012-04-30,"Turkey","TUR","UNMIT",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25235",2012-05-31,"Turkey","TUR","UNMIT",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25236",2012-06-30,"Turkey","TUR","UNMIT",18,1,19,0,0,0,0,0,0,0,0,0,18,1,19
"25237",2010-04-30,"Turkey","TUR","UNMIT",19,0,19,0,0,0,0,0,0,0,0,0,19,0,19
"25238",2010-05-31,"Turkey","TUR","UNMIT",19,0,19,0,0,0,0,0,0,0,0,0,19,0,19
"25239",2010-02-28,"Turkey","TUR","UNMIT",20,0,20,0,0,0,0,0,0,0,0,0,20,0,20
"25240",2010-03-31,"Turkey","TUR","MONUC",20,0,20,0,0,0,0,0,0,0,0,0,20,0,20
"25241",2010-03-31,"Turkey","TUR","UNMIT",20,0,20,0,0,0,0,0,0,0,0,0,20,0,20
"25242",2011-06-30,"Turkey","TUR","UNMIT",20,0,20,0,0,0,0,0,0,0,0,0,20,0,20
"25243",2013-08-31,"Turkey","TUR","UNMISS",17,3,20,0,0,0,0,0,0,0,0,0,17,3,20
"25244",2013-09-30,"Turkey","TUR","UNMISS",17,3,20,0,0,0,0,0,0,0,0,0,17,3,20
"25245",2013-10-31,"Turkey","TUR","UNMISS",17,3,20,0,0,0,0,0,0,0,0,0,17,3,20
"25246",2013-11-30,"Turkey","TUR","UNMIL",19,1,20,0,0,0,0,0,0,0,0,0,19,1,20
"25247",2013-12-31,"Turkey","TUR","UNMIL",19,1,20,0,0,0,0,0,0,0,0,0,19,1,20
"25248",2013-02-28,"Turkey","TUR","MINUSTAH",20,1,21,0,0,0,0,0,0,0,0,0,20,1,21
"25249",2013-03-31,"Turkey","TUR","MINUSTAH",20,1,21,0,0,0,0,0,0,0,0,0,20,1,21
"25250",2013-04-30,"Turkey","TUR","MINUSTAH",20,1,21,0,0,0,0,0,0,0,0,0,20,1,21
"25251",2011-03-31,"Turkey","TUR","UNMIT",21,0,21,0,0,0,0,0,0,0,0,0,21,0,21
"25252",2011-04-30,"Turkey","TUR","UNMIT",21,0,21,0,0,0,0,0,0,0,0,0,21,0,21
"25253",2011-05-31,"Turkey","TUR","UNMIT",21,0,21,0,0,0,0,0,0,0,0,0,21,0,21
"25254",2013-08-31,"Turkey","TUR","UNMIL",20,1,21,0,0,0,0,0,0,0,0,0,20,1,21
"25255",2013-10-31,"Turkey","TUR","UNMIL",20,1,21,0,0,0,0,0,0,0,0,0,20,1,21
"25256",2012-09-30,"Turkey","TUR","MINUSTAH",20,2,22,0,0,0,0,0,0,0,0,0,20,2,22
"25257",2011-04-30,"Turkey","TUR","UNMIL",21,1,22,0,0,0,0,0,0,0,0,0,21,1,22
"25258",2011-05-31,"Turkey","TUR","UNMIL",21,1,22,0,0,0,0,0,0,0,0,0,21,1,22
"25259",2011-02-28,"Turkey","TUR","UNMIT",22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
"25260",2011-12-31,"Turkey","TUR","UNAMID",22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
"25261",2012-01-31,"Turkey","TUR","UNAMID",22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
"25262",2012-02-28,"Turkey","TUR","UNAMID",22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
"25263",2012-04-30,"Turkey","TUR","UNMISS",22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
"25264",2011-06-30,"Turkey","TUR","UNMIS",19,0,19,0,0,0,0,0,0,3,0,3,22,0,22
"25265",2013-09-30,"Turkey","TUR","UNMIL",21,1,22,0,0,0,0,0,0,0,0,0,21,1,22
"25266",2013-07-31,"Turkey","TUR","UNMIL",21,2,23,0,0,0,0,0,0,0,0,0,21,2,23
"25267",2012-11-30,"Turkey","TUR","UNMISS",22,1,23,0,0,0,0,0,0,0,0,0,22,1,23
"25268",2013-01-31,"Turkey","TUR","MINUSTAH",22,1,23,0,0,0,0,0,0,0,0,0,22,1,23
"25269",2010-11-30,"Turkey","TUR","UNMIT",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25270",2010-12-31,"Turkey","TUR","UNMIT",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25271",2011-01-31,"Turkey","TUR","UNMIT",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25272",2012-01-31,"Turkey","TUR","UNMISS",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25273",2012-02-28,"Turkey","TUR","UNMISS",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25274",2012-03-31,"Turkey","TUR","UNMISS",23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
"25275",2013-06-30,"Turkey","TUR","UNMIL",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25276",2012-12-31,"Turkey","TUR","UNMISS",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25277",2013-02-28,"Turkey","TUR","UNMISS",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25278",2013-01-31,"Turkey","TUR","UNMISS",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25279",2013-03-31,"Turkey","TUR","UNMISS",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25280",2013-04-30,"Turkey","TUR","UNMISS",22,2,24,0,0,0,0,0,0,0,0,0,22,2,24
"25281",2011-03-31,"Turkey","TUR","UNMIL",23,1,24,0,0,0,0,0,0,0,0,0,23,1,24
"25282",2012-11-30,"Turkey","TUR","MINUSTAH",23,1,24,0,0,0,0,0,0,0,0,0,23,1,24
"25283",2012-12-31,"Turkey","TUR","MINUSTAH",23,1,24,0,0,0,0,0,0,0,0,0,23,1,24
"25284",2010-10-31,"Turkey","TUR","UNMIT",24,0,24,0,0,0,0,0,0,0,0,0,24,0,24
"25285",2011-01-31,"Turkey","TUR","UNMIL",23,2,25,0,0,0,0,0,0,0,0,0,23,2,25
"25286",2011-02-28,"Turkey","TUR","UNMIL",24,1,25,0,0,0,0,0,0,0,0,0,24,1,25
"25287",2013-03-31,"Turkey","TUR","UNMIL",24,1,25,0,0,0,0,0,0,0,0,0,24,1,25
"25288",2009-12-31,"Turkey","TUR","UNMIL",25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
"25289",2010-09-30,"Turkey","TUR","UNMIT",25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
"25290",2011-11-30,"Turkey","TUR","UNMISS",25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
"25291",2011-12-31,"Turkey","TUR","UNMISS",25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
"25292",2011-04-30,"Turkey","TUR","UNMIS",22,0,22,0,0,0,0,0,0,3,0,3,25,0,25
"25293",2011-05-31,"Turkey","TUR","UNMIS",22,0,22,0,0,0,0,0,0,3,0,3,25,0,25
"25294",2013-05-31,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25295",2010-05-31,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25296",2012-08-31,"Turkey","TUR","MINUSTAH",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25297",2012-08-31,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25298",2012-12-31,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25299",2013-01-31,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25300",2013-04-30,"Turkey","TUR","UNMIL",24,2,26,0,0,0,0,0,0,0,0,0,24,2,26
"25301",2011-07-31,"Turkey","TUR","UNMIL",25,1,26,0,0,0,0,0,0,0,0,0,25,1,26
"25302",2013-02-28,"Turkey","TUR","UNMIL",25,1,26,0,0,0,0,0,0,0,0,0,25,1,26
"25303",2012-05-31,"Turkey","TUR","UNMISS",26,0,26,0,0,0,0,0,0,0,0,0,26,0,26
"25304",2012-06-30,"Turkey","TUR","UNMISS",26,0,26,0,0,0,0,0,0,0,0,0,26,0,26
"25305",2011-01-31,"Turkey","TUR","UNMIS",23,0,23,0,0,0,0,0,0,3,0,3,26,0,26
"25306",2011-02-28,"Turkey","TUR","UNMIS",23,0,23,0,0,0,0,0,0,3,0,3,26,0,26
"25307",2010-11-30,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25308",2010-12-31,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25309",2011-05-31,"Turkey","TUR","MINUSTAH",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25310",2012-02-28,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25311",2012-03-31,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25312",2012-04-30,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25313",2012-07-31,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25314",2012-09-30,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25315",2012-10-31,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25316",2012-11-30,"Turkey","TUR","UNMIL",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"25317",2011-06-30,"Turkey","TUR","UNMIL",26,1,27,0,0,0,0,0,0,0,0,0,26,1,27
"25318",2010-12-31,"Turkey","TUR","UNMIS",24,0,24,0,0,0,0,0,0,3,0,3,27,0,27
"25319",2011-04-30,"Turkey","TUR","MINUSTAH",26,2,28,0,0,0,0,0,0,0,0,0,26,2,28
"25320",2012-01-31,"Turkey","TUR","UNMIL",26,2,28,0,0,0,0,0,0,0,0,0,26,2,28
"25321",2012-06-30,"Turkey","TUR","UNMIL",26,2,28,0,0,0,0,0,0,0,0,0,26,2,28
"25322",2012-07-31,"Turkey","TUR","MINUSTAH",26,2,28,0,0,0,0,0,0,0,0,0,26,2,28
